id,date,est_date,time_point,year,month,season,phase,exp_year,julian,dss,site,slope,fert,treat,strip,rot_phs,comb_id,man_id,crop_id,crop,TOY,seed,seed_rate,n_added,dclass,d_from,d_to,bd,c_conc,soc,n_conc,sn,rep
,,,,1986,,,,,,,1,3,,10,18,,,,,,,,,,3,5,10,1.31,1.346,8.8163,0.1504,0.98512,1
,,,,1986,,,,,,,1,3,,10,18,,,,,,,,,,4,10,20,1.47,1.139,16.7433,0.1302,1.91394,1
,,,,1986,,,,,,,1,1,,9,19,,,,,,,,,,1,0,2.5,1.16,0.8646,2.50734,0.0826,0.23954,1
,,,,1986,,,,,,,1,1,,9,19,,,,,,,,,,2,2.5,5,1.17,0.7301,2.1355425,0.0834,0.243945,1
,,,,1986,,,,,,,1,1,,9,19,,,,,,,,,,3,5,10,1.53,0.6725,5.144625,0.0936,0.71604,1
,,,,1986,,,,,,,1,1,,9,19,,,,,,,,,,4,10,20,1.41,0,0,0.0855,1.20555,1
,,,,1986,,,,,,,1,2,,9,19,,,,,,,,,,1,0,2.5,1.3,1.0183,3.309475,0.098,0.3185,1
,,,,1986,,,,,,,1,2,,9,19,,,,,,,,,,2,2.5,5,1.28,0.8646,2.76672,0.098,0.3136,1
,,,,1986,,,,,,,1,2,,9,19,,,,,,,,,,3,5,10,1.43,0.8454,6.04461,0.0998,0.71357,1
,,,,1986,,,,,,,1,2,,9,19,,,,,,,,,,4,10,20,1.34,0,0,0.0939,1.25826,1
,,,,1986,,,,,,,1,3,,9,19,,,,,,,,,,1,0,2.5,1.15,1.4409,4.1425875,0.114,0.32775,1
,,,,1986,,,,,,,1,3,,9,19,,,,,,,,,,2,2.5,5,1.17,1.2104,3.54042,0.1089,0.3185325,1
,,,,1986,,,,,,,1,3,,9,19,,,,,,,,,,3,5,10,1.31,1.0951,7.172905,0.1438,0.94189,1
,,,,1986,,,,,,,1,3,,9,19,,,,,,,,,,4,10,20,1.47,0,0,0.123,1.8081,1
,,,,1986,,,,,,,1,1,,8,20,,,,,,,,,,1,0,2.5,1.16,0.83,2.407,0.0916,0.26564,1
,,,,1986,,,,,,,1,1,,8,20,,,,,,,,,,2,2.5,5,1.17,0.79,2.31075,0.088,0.2574,1
,,,,1986,,,,,,,1,1,,8,20,,,,,,,,,,3,5,10,1.53,0.71,5.4315,0.0938,0.71757,1
,,,,1986,,,,,,,1,1,,8,20,,,,,,,,,,4,10,20,1.41,0,0,0.0938,1.32258,1
,,,,1986,,,,,,,1,2,,8,20,,,,,,,,,,1,0,2.5,1.3,1.35,4.3875,0.1316,0.4277,1
,,,,1986,,,,,,,1,2,,8,20,,,,,,,,,,2,2.5,5,1.28,1.2,3.84,0.1295,0.4144,1
,,,,1986,,,,,,,1,2,,8,20,,,,,,,,,,3,5,10,1.43,1.18,8.437,0.1202,0.85943,1
,,,,1986,,,,,,,1,2,,8,20,,,,,,,,,,4,10,20,1.34,0,0,0.1281,1.71654,1
,,,,1986,,,,,,,1,3,,8,20,,,,,,,,,,1,0,2.5,1.15,1,2.875,0.118,0.33925,1
,,,,1986,,,,,,,1,3,,8,20,,,,,,,,,,2,2.5,5,1.17,0.95,2.77875,0.1131,0.3308175,1
,,,,1986,,,,,,,1,3,,8,20,,,,,,,,,,3,5,10,1.31,0.93,6.0915,0.1095,0.717225,1
,,,,1986,,,,,,,1,3,,8,20,,,,,,,,,,4,10,20,1.47,0,0,0.1167,1.71549,1
,,,,1986,,,,,,,1,1,,2,21,,,,,,,,,,1,0,2.5,1.16,0.7685,2.22865,0.0764,0.22156,1
,,,,1986,,,,,,,1,1,,2,21,,,,,,,,,,2,2.5,5,1.17,0.7109,2.0793825,0.0897,0.2623725,1
,,,,1986,,,,,,,1,1,,2,21,,,,,,,,,,3,5,10,1.53,0.6341,4.850865,0.0813,0.621945,1
,,,,1986,,,,,,,1,1,,2,21,,,,,,,,,,4,10,20,1.41,0,0,0.0897,1.26477,1
,,,,1986,,,,,,,1,2,,2,21,,,,,,,,,,1,0,2.5,1.3,0.903,2.93475,0.0897,0.291525,1
,,,,1986,,,,,,,1,2,,2,21,,,,,,,,,,2,2.5,5,1.28,0.7301,2.33632,0.0714,0.22848,1
,,,,1986,,,,,,,1,2,,2,21,,,,,,,,,,3,5,10,1.43,0.7301,5.220215,0.0897,0.641355,1
,,,,1986,,,,,,,1,2,,2,21,,,,,,,,,,4,10,20,1.34,0,0,0.0897,1.20198,1
,,,,1986,,,,,,,1,3,,2,21,,,,,,,,,,1,0,2.5,1.15,1.4986,4.308475,0.1188,0.34155,1
,,,,1986,,,,,,,1,3,,2,21,,,,,,,,,,2,2.5,5,1.17,1.2872,3.76506,0.1005,0.2939625,1
,,,,1986,,,,,,,1,3,,2,21,,,,,,,,,,3,5,10,1.31,1.172,7.6766,0.1646,1.07813,1
,,,,1986,,,,,,,1,3,,2,21,,,,,,,,,,4,10,20,1.47,0,0,0.1396,2.05212,1
,,,,1986,,,,,,,1,1,,3,22,,,,,,,,,,1,0,2.5,1.16,1.354,3.9266,0.037,0.1073,1
,,,,1986,,,,,,,1,1,,3,22,,,,,,,,,,2,2.5,5,1.17,0.872,2.5506,0.0055,0.0160875,1
,,,,1986,,,,,,,1,1,,3,22,,,,,,,,,,3,5,10,1.53,0.78,5.967,0.0004,0.00306,1
,,,,1986,,,,,,,1,1,,3,22,,,,,,,,,,4,10,20,1.41,0.757,10.6737,0.037,0.5217,1
,,,,1986,,,,,,,1,2,,3,22,,,,,,,,,,1,0,2.5,1.3,1.101,3.57825,0.0219,0.071175,1
,,,,1986,,,,,,,1,2,,3,22,,,,,,,,,,2,2.5,5,1.28,1.055,3.376,0.0038,0.01216,1
,,,,1986,,,,,,,1,2,,3,22,,,,,,,,,,3,5,10,1.43,0.987,7.05705,0,0,1
,,,,1986,,,,,,,1,2,,3,22,,,,,,,,,,4,10,20,1.34,0.734,9.8356,0.0381,0.51054,1
,,,,1986,,,,,,,1,3,,3,22,,,,,,,,,,1,0,2.5,1.15,1.491,4.286625,0.0381,0.1095375,1
,,,,1986,,,,,,,1,3,,3,22,,,,,,,,,,2,2.5,5,1.17,1.377,4.027725,0.0333,0.0974025,1
,,,,1986,,,,,,,1,3,,3,22,,,,,,,,,,3,5,10,1.31,1.285,8.41675,0.005,0.03275,1
,,,,1986,,,,,,,1,3,,3,22,,,,,,,,,,4,10,20,1.47,0.941,13.8327,0.0459,0.67473,1
,,,,1986,,,,,,,2,1,,10,1,,,,,,,,,,1,0,2.5,1.23,1.254,3.85605,0.1137,0.3496275,1
,,,,1986,,,,,,,2,1,,10,1,,,,,,,,,,2,2.5,5,1.22,1.323,4.03515,0.0972,0.29646,1
,,,,1986,,,,,,,2,1,,10,1,,,,,,,,,,3,5,10,1.33,1.231,8.18615,0.1098,0.73017,1
,,,,1986,,,,,,,2,1,,10,1,,,,,,,,,,4,10,20,1.39,1.185,16.4715,0.1098,1.52622,1
,,,,1986,,,,,,,2,2,,10,1,,,,,,,,,,1,0,2.5,1.27,0.863,2.740025,0.084,0.2667,1
,,,,1986,,,,,,,2,2,,10,1,,,,,,,,,,2,2.5,5,1.2,0.886,2.658,0.0864,0.2592,1
,,,,1986,,,,,,,2,2,,10,1,,,,,,,,,,3,5,10,1.23,0.794,4.8831,0.0903,0.555345,1
,,,,1986,,,,,,,2,2,,10,1,,,,,,,,,,4,10,20,1.5,0.61,9.15,0.0668,1.002,1
,,,,1986,,,,,,,2,3,,10,1,,,,,,,,,,1,0,2.5,1.05,1.392,3.654,0.1106,0.290325,1
,,,,1986,,,,,,,2,3,,10,1,,,,,,,,,,2,2.5,5,1.04,1.438,3.7388,0.0903,0.23478,1
,,,,1986,,,,,,,2,3,,10,1,,,,,,,,,,3,5,10,1.3,1.116,7.254,0.1293,0.84045,1
,,,,1986,,,,,,,2,3,,10,1,,,,,,,,,,4,10,20,1.42,0.932,13.2344,0.1332,1.89144,1
,,,,1986,,,,,,,2,1,,9,2,,,,,,,,,,1,0,2.5,1.23,0.9414,2.894805,0.0891,0.2739825,1
,,,,1986,,,,,,,2,1,,9,2,,,,,,,,,,2,2.5,5,1.22,0.9799,2.988695,0.0922,0.28121,1
,,,,1986,,,,,,,2,1,,9,2,,,,,,,,,,3,5,10,1.33,0.8838,5.87727,0.086,0.5719,1
,,,,1986,,,,,,,2,1,,9,2,,,,,,,,,,4,10,20,1.39,0,0,0.0942,1.30938,1
,,,,1986,,,,,,,2,2,,9,2,,,,,,,,,,1,0,2.5,1.27,0.8454,2.684145,0.0891,0.2828925,1
,,,,1986,,,,,,,2,2,,9,2,,,,,,,,,,2,2.5,5,1.2,0.807,2.421,0.0574,0.1722,1
,,,,1986,,,,,,,2,2,,9,2,,,,,,,,,,3,5,10,1.23,0.7109,4.372035,0.0922,0.56703,1
,,,,1986,,,,,,,2,2,,9,2,,,,,,,,,,4,10,20,1.5,0,0,0.086,1.29,1
,,,,1986,,,,,,,2,3,,9,2,,,,,,,,,,1,0,2.5,1.05,1.5946,4.185825,0.1164,0.30555,1
,,,,1986,,,,,,,2,3,,9,2,,,,,,,,,,2,2.5,5,1.04,1.4025,3.6465,0.105,0.273,1
,,,,1986,,,,,,,2,3,,9,2,,,,,,,,,,3,5,10,1.3,1.0567,6.86855,0.1316,0.8554,1
,,,,1986,,,,,,,2,3,,9,2,,,,,,,,,,4,10,20,1.42,0,0,0.1239,1.75938,1
,,,,1986,,,,,,,2,1,,1,3,,,,,,,,,,1,0,2.5,1.23,0,0,0.0538,0.165435,1
,,,,1986,,,,,,,2,1,,1,3,,,,,,,,,,2,2.5,5,1.22,0,0,0.0145,0.044225,1
,,,,1986,,,,,,,2,1,,1,3,,,,,,,,,,3,5,10,1.33,0,0,0.0108,0.07182,1
,,,,1986,,,,,,,2,1,,1,3,,,,,,,,,,4,10,20,1.39,0,0,0.0833,1.15787,1
,,,,1986,,,,,,,2,2,,1,3,,,,,,,,,,1,0,2.5,1.27,1.0929,3.4699575,0.0538,0.170815,1
,,,,1986,,,,,,,2,2,,1,3,,,,,,,,,,2,2.5,5,1.2,1.0009,3.0027,0.0016,0.0048,1
,,,,1986,,,,,,,2,2,,1,3,,,,,,,,,,3,5,10,1.23,1.0009,6.155535,0.0156,0.09594,1
,,,,1986,,,,,,,2,2,,1,3,,,,,,,,,,4,10,20,1.5,0.9089,13.6335,0.0778,1.167,1
,,,,1986,,,,,,,2,3,,1,3,,,,,,,,,,1,0,2.5,1.05,2.2664,5.9493,0.0971,0.2548875,1
,,,,1986,,,,,,,2,3,,1,3,,,,,,,,,,2,2.5,5,1.04,1.8062,4.69612,0.0873,0.22698,1
,,,,1986,,,,,,,2,3,,1,3,,,,,,,,,,3,5,10,1.3,1.4611,9.49715,0.1206,0.7839,1
,,,,1986,,,,,,,2,3,,1,3,,,,,,,,,,4,10,20,1.42,1.1389,16.17238,0.1715,2.4353,1
,,,,1986,,,,,,,2,1,,2,4,,,,,,,,,,1,0,2.5,1.23,0.9222,2.835765,0.0922,0.283515,1
,,,,1986,,,,,,,2,1,,2,4,,,,,,,,,,2,2.5,5,1.22,0.8646,2.63703,0.0828,0.25254,1
,,,,1986,,,,,,,2,1,,2,4,,,,,,,,,,3,5,10,1.33,0.8646,5.74959,0.0891,0.592515,1
,,,,1986,,,,,,,2,1,,2,4,,,,,,,,,,4,10,20,1.39,0,0,0.0816,1.13424,1
,,,,1986,,,,,,,2,2,,2,4,,,,,,,,,,1,0,2.5,1.27,0.8262,2.623185,0.0796,0.25273,1
,,,,1986,,,,,,,2,2,,2,4,,,,,,,,,,2,2.5,5,1.2,0.8646,2.5938,0.0822,0.2466,1
,,,,1986,,,,,,,2,2,,2,4,,,,,,,,,,3,5,10,1.23,0.7301,4.490115,0.0954,0.58671,1
,,,,1986,,,,,,,2,2,,2,4,,,,,,,,,,4,10,20,1.5,0,0,0.0987,1.4805,1
,,,,1986,,,,,,,2,3,,2,4,,,,,,,,,,1,0,2.5,1.05,1.5754,4.135425,0.1416,0.3717,1
,,,,1986,,,,,,,2,3,,2,4,,,,,,,,,,2,2.5,5,1.04,1.5754,4.09604,0.1555,0.4043,1
,,,,1986,,,,,,,2,3,,2,4,,,,,,,,,,3,5,10,1.3,1.3257,8.61705,0.1208,0.7852,1
,,,,1986,,,,,,,2,3,,2,4,,,,,,,,,,4,10,20,1.42,0,0,0.1239,1.75938,1
,,,,1986,,,,,,,2,1,,4,5,,,,,,,,,,1,0,2.5,1.23,1.162,3.57315,0.1106,0.340095,1
,,,,1986,,,,,,,2,1,,4,5,,,,,,,,,,2,2.5,5,1.22,1.08,3.294,0.1106,0.33733,1
,,,,1986,,,,,,,2,1,,4,5,,,,,,,,,,3,5,10,1.33,0.9,5.985,0.098,0.6517,1
,,,,1986,,,,,,,2,1,,4,5,,,,,,,,,,4,10,20,1.39,0,0,0.1089,1.51371,1
,,,,1986,,,,,,,2,2,,4,5,,,,,,,,,,1,0,2.5,1.27,1.11,3.52425,0.098,0.31115,1
,,,,1986,,,,,,,2,2,,4,5,,,,,,,,,,2,2.5,5,1.2,0.48,1.44,0.0855,0.2565,1
,,,,1986,,,,,,,2,2,,4,5,,,,,,,,,,3,5,10,1.23,0.67,4.1205,0.1021,0.627915,1
,,,,1986,,,,,,,2,2,,4,5,,,,,,,,,,4,10,20,1.5,0,0,0.1096,1.644,1
,,,,1986,,,,,,,2,3,,4,5,,,,,,,,,,1,0,2.5,1.05,1.73,4.54125,0.1521,0.3992625,1
,,,,1986,,,,,,,2,3,,4,5,,,,,,,,,,2,2.5,5,1.04,1.82,4.732,0.0988,0.25688,1
,,,,1986,,,,,,,2,3,,4,5,,,,,,,,,,3,5,10,1.3,1.5,9.75,0.1854,1.2051,1
,,,,1986,,,,,,,2,3,,4,5,,,,,,,,,,4,10,20,1.42,0,0,0.1688,2.39696,1
,,,,1986,,,,,,,2,1,,5,6,,,,,,,,,,1,0,2.5,1.23,0.9896,3.04302,0.0942,0.289665,1
,,,,1986,,,,,,,2,1,,5,6,,,,,,,,,,2,2.5,5,1.22,0.9896,3.01828,0.0848,0.25864,1
,,,,1986,,,,,,,2,1,,5,6,,,,,,,,,,3,5,10,1.33,0.8731,5.806115,0.086,0.5719,1
,,,,1986,,,,,,,2,1,,5,6,,,,,,,,,,4,10,20,1.39,0,0,0.0987,1.37193,1
,,,,1986,,,,,,,2,2,,5,6,,,,,,,,,,1,0,2.5,1.27,0.9119,2.8952825,0.0765,0.2428875,1
,,,,1986,,,,,,,2,2,,5,6,,,,,,,,,,2,2.5,5,1.2,0.7955,2.3865,0.0753,0.2259,1
,,,,1986,,,,,,,2,2,,5,6,,,,,,,,,,3,5,10,1.23,0.7179,4.415085,0.0828,0.50922,1
,,,,1986,,,,,,,2,2,,5,6,,,,,,,,,,4,10,20,1.5,0,0,0.0714,1.071,1
,,,,1986,,,,,,,2,3,,5,6,,,,,,,,,,1,0,2.5,1.05,2.1343,5.6025375,0.1978,0.519225,1
,,,,1986,,,,,,,2,3,,5,6,,,,,,,,,,2,2.5,5,1.04,1.9791,5.14566,0.1021,0.26546,1
,,,,1986,,,,,,,2,3,,5,6,,,,,,,,,,3,5,10,1.3,1.591,10.3415,0.1524,0.9906,1
,,,,1986,,,,,,,2,3,,5,6,,,,,,,,,,4,10,20,1.42,0,0,0.1816,2.57872,1
,,,,1986,,,,,,,2,1,,8,7,,,,,,,,,,1,0,2.5,1.23,1.208,3.7146,0.1216,0.37392,1
,,,,1986,,,,,,,2,1,,8,7,,,,,,,,,,2,2.5,5,1.22,1.1619,3.543795,0.1192,0.36356,1
,,,,1986,,,,,,,2,1,,8,7,,,,,,,,,,3,5,10,1.33,1.0699,7.114835,0.1192,0.79268,1
,,,,1986,,,,,,,2,1,,8,7,,,,,,,,,,4,10,20,1.39,0.9319,12.95341,0.1154,1.60406,1
,,,,1986,,,,,,,2,2,,8,7,,,,,,,,,,1,0,2.5,1.27,1.231,3.908425,0.1035,0.3286125,1
,,,,1986,,,,,,,2,2,,8,7,,,,,,,,,,2,2.5,5,1.2,1.0469,3.1407,0.1113,0.3339,1
,,,,1986,,,,,,,2,2,,8,7,,,,,,,,,,3,5,10,1.23,1.231,7.57065,0.0801,0.492615,1
,,,,1986,,,,,,,2,2,,8,7,,,,,,,,,,4,10,20,1.5,0.7938,11.907,0.0862,1.293,1
,,,,1986,,,,,,,2,3,,8,7,,,,,,,,,,1,0,2.5,1.05,2.5195,6.6136875,0.18,0.4725,1
,,,,1986,,,,,,,2,3,,8,7,,,,,,,,,,2,2.5,5,1.04,2.3354,6.07204,0.1332,0.34632,1
,,,,1986,,,,,,,2,3,,8,7,,,,,,,,,,3,5,10,1.3,1.8522,12.0393,0.1993,1.29545,1
,,,,1986,,,,,,,2,3,,8,7,,,,,,,,,,4,10,20,1.42,1.4381,20.42102,0.1986,2.82012,1
,,,,1986,,,,,,,2,1,,3,8,,,,,,,,,,1,0,2.5,1.23,1.277,3.926775,0.0905,0.2782875,1
,,,,1986,,,,,,,2,1,,3,8,,,,,,,,,,2,2.5,5,1.22,1.277,3.89485,0.0954,0.29097,1
,,,,1986,,,,,,,2,1,,3,8,,,,,,,,,,3,5,10,1.33,1.1159,7.420735,0.0914,0.60781,1
,,,,1986,,,,,,,2,1,,3,8,,,,,,,,,,4,10,20,1.39,0.9779,13.59281,0.0938,1.30382,1
,,,,1986,,,,,,,2,2,,3,8,,,,,,,,,,1,0,2.5,1.27,1.1159,3.5429825,0.0778,0.247015,1
,,,,1986,,,,,,,2,2,,3,8,,,,,,,,,,2,2.5,5,1.2,1.0699,3.2097,0.0293,0.0879,1
,,,,1986,,,,,,,2,2,,3,8,,,,,,,,,,3,5,10,1.23,0.9549,5.872635,0.0055,0.033825,1
,,,,1986,,,,,,,2,2,,3,8,,,,,,,,,,4,10,20,1.5,0.7478,11.217,0.0701,1.0515,1
,,,,1986,,,,,,,2,3,,3,8,,,,,,,,,,1,0,2.5,1.05,2.6115,6.8551875,0.1805,0.4738125,1
,,,,1986,,,,,,,2,3,,3,8,,,,,,,,,,2,2.5,5,1.04,2.5195,6.5507,0.1204,0.31304,1
,,,,1986,,,,,,,2,3,,3,8,,,,,,,,,,3,5,10,1.3,2.0363,13.23595,0.0966,0.6279,1
,,,,1986,,,,,,,2,3,,3,8,,,,,,,,,,4,10,20,1.42,1.415,20.093,0.1021,1.44982,1
,,,,1986,,,,,,,2,1,,6,9,,,,,,,,,,1,0,2.5,1.23,1.1226,3.451995,0.0912,0.28044,1
,,,,1986,,,,,,,2,1,,6,9,,,,,,,,,,2,2.5,5,1.22,1.1226,3.42393,0.0532,0.16226,1
,,,,1986,,,,,,,2,1,,6,9,,,,,,,,,,3,5,10,1.33,1.03,6.8495,0.0281,0.186865,1
,,,,1986,,,,,,,2,1,,6,9,,,,,,,,,,4,10,20,1.39,0.8911,12.38629,0.0974,1.35386,1
,,,,1986,,,,,,,2,2,,6,9,,,,,,,,,,1,0,2.5,1.27,1.0763,3.4172525,0.0792,0.25146,1
,,,,1986,,,,,,,2,2,,6,9,,,,,,,,,,2,2.5,5,1.2,0.9837,2.9511,0.0698,0.2094,1
,,,,1986,,,,,,,2,2,,6,9,,,,,,,,,,3,5,10,1.23,0.9142,5.62233,0.0875,0.538125,1
,,,,1986,,,,,,,2,2,,6,9,,,,,,,,,,4,10,20,1.5,0.7059,10.5885,0.0815,1.2225,1
,,,,1986,,,,,,,2,3,,6,9,,,,,,,,,,1,0,2.5,1.05,2.5807,6.7743375,0.0498,0.130725,1
,,,,1986,,,,,,,2,3,,6,9,,,,,,,,,,2,2.5,5,1.04,2.465,6.409,0.1931,0.50206,1
,,,,1986,,,,,,,2,3,,6,9,,,,,,,,,,3,5,10,1.3,2.0947,13.61555,0.2153,1.39945,1
,,,,1986,,,,,,,2,3,,6,9,,,,,,,,,,4,10,20,1.42,1.6549,23.49958,0.2219,3.15098,1
,,,,1986,,,,,,,2,1,,11,10,,,,,,,,,,1,0,2.5,1.23,1.39,4.27425,0.0181,0.0556575,1
,,,,1986,,,,,,,2,1,,11,10,,,,,,,,,,2,2.5,5,1.22,1.3,3.965,0.0064,0.01952,1
,,,,1986,,,,,,,2,1,,11,10,,,,,,,,,,3,5,10,1.33,1,6.65,0.001,0.00665,1
,,,,1986,,,,,,,2,1,,11,10,,,,,,,,,,4,10,20,1.39,0,0,0.0561,0.77979,1
,,,,1986,,,,,,,2,2,,11,10,,,,,,,,,,1,0,2.5,1.27,1.16,3.683,0.0513,0.1628775,1
,,,,1986,,,,,,,2,2,,11,10,,,,,,,,,,2,2.5,5,1.2,0.98,2.94,0.0246,0.0738,1
,,,,1986,,,,,,,2,2,,11,10,,,,,,,,,,3,5,10,1.23,0.96,5.904,0.0054,0.03321,1
,,,,1986,,,,,,,2,2,,11,10,,,,,,,,,,4,10,20,1.5,0,0,0.0696,1.044,1
,,,,1986,,,,,,,2,3,,11,10,,,,,,,,,,1,0,2.5,1.05,2.3,6.0375,0.0955,0.2506875,1
,,,,1986,,,,,,,2,3,,11,10,,,,,,,,,,2,2.5,5,1.04,2.05,5.33,0.0713,0.18538,1
,,,,1986,,,,,,,2,3,,11,10,,,,,,,,,,3,5,10,1.3,1.62,10.53,0.0488,0.3172,1
,,,,1986,,,,,,,2,3,,11,10,,,,,,,,,,4,10,20,1.42,0,0,0.1213,1.72246,1
,,,,1986,,,,,,,2,1,,7,11,,,,,,,,,,1,0,2.5,1.23,1.08,3.321,0.1064,0.32718,1
,,,,1986,,,,,,,2,1,,7,11,,,,,,,,,,2,2.5,5,1.22,1.07,3.2635,0.0946,0.28853,1
,,,,1986,,,,,,,2,1,,7,11,,,,,,,,,,3,5,10,1.33,0.95,6.3175,0.1155,0.768075,1
,,,,1986,,,,,,,2,1,,7,11,,,,,,,,,,4,10,20,1.39,0,0,0.1146,1.59294,1
,,,,1986,,,,,,,2,2,,7,11,,,,,,,,,,1,0,2.5,1.27,1.02,3.2385,0.102,0.32385,1
,,,,1986,,,,,,,2,2,,7,11,,,,,,,,,,2,2.5,5,1.2,0.99,2.97,0.0564,0.1692,1
,,,,1986,,,,,,,2,2,,7,11,,,,,,,,,,3,5,10,1.23,0.99,6.0885,0.1071,0.658665,1
,,,,1986,,,,,,,2,2,,7,11,,,,,,,,,,4,10,20,1.5,0,0,0.0956,1.434,1
,,,,1986,,,,,,,2,3,,7,11,,,,,,,,,,1,0,2.5,1.05,0.9,2.3625,0.1656,0.4347,1
,,,,1986,,,,,,,2,3,,7,11,,,,,,,,,,2,2.5,5,1.04,0.67,1.742,0.1074,0.27924,1
,,,,1986,,,,,,,2,3,,7,11,,,,,,,,,,3,5,10,1.3,1.41,9.165,0.1862,1.2103,1
,,,,1986,,,,,,,2,3,,7,11,,,,,,,,,,4,10,20,1.42,0,0,0.1767,2.50914,1
,,,,1986,,,,,,,2,1,,4,12,,,,,,,,,,1,0,2.5,1.23,1.04,3.198,0.1035,0.3182625,1
,,,,1986,,,,,,,2,1,,4,12,,,,,,,,,,2,2.5,5,1.22,0.9,2.745,0.1035,0.315675,1
,,,,1986,,,,,,,2,1,,4,12,,,,,,,,,,3,5,10,1.33,0.99,6.5835,0.1074,0.71421,1
,,,,1986,,,,,,,2,1,,4,12,,,,,,,,,,4,10,20,1.39,0,0,0.102,1.4178,1
,,,,1986,,,,,,,2,2,,4,12,,,,,,,,,,1,0,2.5,1.27,1.2,3.81,0.0933,0.2962275,1
,,,,1986,,,,,,,2,2,,4,12,,,,,,,,,,2,2.5,5,1.2,1.11,3.33,0.0696,0.2088,1
,,,,1986,,,,,,,2,2,,4,12,,,,,,,,,,3,5,10,1.23,0.88,5.412,0.0996,0.61254,1
,,,,1986,,,,,,,2,2,,4,12,,,,,,,,,,4,10,20,1.5,0,0,0.1012,1.518,1
,,,,1986,,,,,,,2,3,,4,12,,,,,,,,,,1,0,2.5,1.05,1.89,4.96125,0.1546,0.405825,1
,,,,1986,,,,,,,2,3,,4,12,,,,,,,,,,2,2.5,5,1.04,1.73,4.498,0.1074,0.27924,1
,,,,1986,,,,,,,2,3,,4,12,,,,,,,,,,3,5,10,1.3,1.02,6.63,0.1893,1.23045,1
,,,,1986,,,,,,,2,3,,4,12,,,,,,,,,,4,10,20,1.42,0,0,0.19,2.698,1
,,,,1986,,,,,,,2,1,,11,13,,,,,,,,,,1,0,2.5,1.23,1.12,3.444,0.0721,0.2217075,1
,,,,1986,,,,,,,2,1,,11,13,,,,,,,,,,2,2.5,5,1.22,1.06,3.233,0.0947,0.288835,1
,,,,1986,,,,,,,2,1,,11,13,,,,,,,,,,3,5,10,1.33,0.92,6.118,0.1005,0.668325,1
,,,,1986,,,,,,,2,1,,11,13,,,,,,,,,,4,10,20,1.39,0.78,10.842,0.0213,0.29607,1
,,,,1986,,,,,,,2,2,,11,13,,,,,,,,,,1,0,2.5,1.27,2.11,6.69925,0.0671,0.2130425,1
,,,,1986,,,,,,,2,2,,11,13,,,,,,,,,,2,2.5,5,1.2,1.86,5.58,0.0213,0.0639,1
,,,,1986,,,,,,,2,2,,11,13,,,,,,,,,,3,5,10,1.23,1.54,9.471,0.0007,0.004305,1
,,,,1986,,,,,,,2,2,,11,13,,,,,,,,,,4,10,20,1.5,1.24,18.6,0.0736,1.104,1
,,,,1986,,,,,,,2,3,,11,13,,,,,,,,,,1,0,2.5,1.05,1.1,2.8875,0.1872,0.4914,1
,,,,1986,,,,,,,2,3,,11,13,,,,,,,,,,2,2.5,5,1.04,0.96,2.496,0.1072,0.27872,1
,,,,1986,,,,,,,2,3,,11,13,,,,,,,,,,3,5,10,1.3,0.89,5.785,0.0972,0.6318,1
,,,,1986,,,,,,,2,3,,11,13,,,,,,,,,,4,10,20,1.42,0.69,9.798,0.0596,0.84632,1
,,,,1986,,,,,,,2,1,,2,14,,,,,,,,,,1,0,2.5,1.23,0.8537,2.6251275,0.0782,0.240465,1
,,,,1986,,,,,,,2,1,,2,14,,,,,,,,,,2,2.5,5,1.22,0.8731,2.662955,0.0814,0.24827,1
,,,,1986,,,,,,,2,1,,2,14,,,,,,,,,,3,5,10,1.33,0.8731,5.806115,0.0782,0.52003,1
,,,,1986,,,,,,,2,1,,2,14,,,,,,,,,,4,10,20,1.39,0,0,0.0808,1.12312,1
,,,,1986,,,,,,,2,2,,2,14,,,,,,,,,,1,0,2.5,1.27,0.9313,2.9568775,0.0916,0.29083,1
,,,,1986,,,,,,,2,2,,2,14,,,,,,,,,,2,2.5,5,1.2,0.8925,2.6775,0.0882,0.2646,1
,,,,1986,,,,,,,2,2,,2,14,,,,,,,,,,3,5,10,1.23,0.7955,4.892325,0.075,0.46125,1
,,,,1986,,,,,,,2,2,,2,14,,,,,,,,,,4,10,20,1.5,0,0,0.0782,1.173,1
,,,,1986,,,,,,,2,3,,2,14,,,,,,,,,,1,0,2.5,1.05,1.6493,4.3294125,0.1338,0.351225,1
,,,,1986,,,,,,,2,3,,2,14,,,,,,,,,,2,2.5,5,1.04,1.5134,3.93484,0.1524,0.39624,1
,,,,1986,,,,,,,2,3,,2,14,,,,,,,,,,3,5,10,1.3,1.3388,8.7022,0.0951,0.61815,1
,,,,1986,,,,,,,2,3,,2,14,,,,,,,,,,4,10,20,1.42,0,0,0.1176,1.66992,1
,,,,1986,,,,,,,2,1,,3,15,,,,,,,,,,1,0,2.5,1.23,1.03,3.16725,0.0572,0.17589,1
,,,,1986,,,,,,,2,1,,3,15,,,,,,,,,,2,2.5,5,1.22,1.03,3.1415,0.0209,0.063745,1
,,,,1986,,,,,,,2,1,,3,15,,,,,,,,,,3,5,10,1.33,0.9837,6.541605,0.0198,0.13167,1
,,,,1986,,,,,,,2,1,,3,15,,,,,,,,,,4,10,20,1.39,0.7985,11.09915,0.0785,1.09115,1
